"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A26",1,"sammy look at this","dog pig","dog","child","dog",,"dog",
"A26",2,"whats this","dog pig","dog","child","dog",,"dog",
"A26",3,"whats this","dog pig","dog","child","dog",,"dog",
"A26",4,"this what","dog pig","dog","child","dog",,"dog",
"A26",5,"what is this","dog pig","dog","child","child dog",,"dog",
"A26",6,"is this a doggy","dog pig","dog","child","child dog",,,
"A26",7,"what does the doggy say","dog pig","dog","child","child dog",,"dog",
"A26",8,"what does the doggy say","dog pig","dog","child","child dog",,"dog",
"A26",9,"woof woof","dog pig",,"child","child dog",,"dog",
"A26",10,"its a little doggy","dog pig","dog","child","child",,"dog","dog"
"A26",11,"nice doggy","dog pig","dog","child","child",,,"dog"
"A26",12,"oh and whats this","dog pig","pig","pig","child pig",,"pig","dog"
"A26",13,"oh this is the piggy","dog pig","pig","child","child pig",,"pig","dog"
"A26",14,"piggy","dog pig","pig","child","child pig",,"pig","dog"
"A26",15,"piggy says oink oink  oink","dog pig","pig","child","child pig",,,"dog"
"A26",16,"oink oink","dog pig",,"child","pig",,"pig","dog"
"A26",17,"come here","dog",,"child","pig",,,"dog"
"A26",18,"come here honey","dog",,"child","pig",,,"dog"
"A26",19,"sam","dog",,"child","pig",,,"dog"
"A26",20,"sammy","dog",,"child","pig",,,"dog"
"A26",21,"samantha you want to see the piggy","dog","pig","child","pig",,"pig","dog"
"A26",22,"look at the piggy","dog pig","pig","child","pig",,"pig","dog"
"A26",23,"oink oink oink oink","dog pig",,"child","pig",,"pig","dog"
"A26",24,"yes thats a nice pig","dog pig","pig","child","pig",,,"dog"
"A26",25,"whats your doggy say","dog pig","dog","dog","pig","dog",,"dog"
"A26",26,"oh yes thats very interesting too","dog pig",,"dog","dog",,,"dog"
"A26",27,"look at the doggy whats the doggy say","dog pig","dog","child","dog",,"dog","dog"
"A26",28,"oh thats so interesting","dog pig",,"child",,,,"dog"
"A26",29,"thank you sam","dog pig",,,,,,"dog"
"A26",30,"Ill put that right here ill hide it okay","dog pig",,"child",,,,"dog"
"A26",31,"yes i put it under the rug","dog",,"child",,,,"dog"
"A26",32,"oh you going to put the doggy down","dog","dog","child","dog",,"dog",
"A26",33,"the doggys gonna look for the piggy","dog","dog pig","child","dog",,"dog",
"A26",34,"oh im going to go find the piggy","dog pig","pig","child","dog",,"dog",
"A26",35,"ooooo hi mister pig","dog pig","pig","child","dog",,"dog",
"A26",36,"hi mister pig","dog pig","pig","child","dog",,"dog",
"A26",37,"yeah","dog pig",,"child","dog",,"dog",
"A26",38,"wheres the doggys eyes","dog pig","dog","child","dog",,,
"A26",39,"can you see the doggys eyes","dog pig","dog","child","dog",,,
"A26",40,"sam","dog pig",,"child","dog",,,
"A26",41,"wheres the doggys eyes","dog pig","dog","dog","dog",,"dog","dog"
"A26",42,"yeah theyre right there","dog pig","dog","child","dog",,"dog",
"A26",43,"do you see his ears","dog pig","dog","child","dog",,"dog",
"A26",44,"does he have big ears","dog pig","dog","dog","dog",,"dog",
"A26",45,"thats his yes youre right","dog pig",,"child","dog",,"dog",
"A26",46,"and where are his ears","dog pig","dog","dog","dog",,"dog",
"A26",47,"thats his nose","dog pig","dog","dog","dog",,"dog","dog"
"A26",48,"nose thats right","dog pig","dog","child","dog",,,
"A26",49,"and where are his big ears does he have big ears","dog pig","dog","dog","dog",,"dog",
"A26",50,"where","dog pig",,"dog","dog",,"dog","dog"
"A26",51,"do you see his ears","dog pig","dog","dog","dog",,"dog","dog"
"A26",52,"and theres his tail","dog pig","dog","dog","dog",,"dog",
"A26",53,"look at the tail","dog pig","dog","dog","dog",,"dog",
"A26",54,"there are his ears","dog pig","dog","dog","dog child",,"dog",
"A26",55,"where are samanthas ears","dog pig",,"child","dog child",,"dog",
"A26",56,"thats the doggys ears","dog pig","dog","child","child",,"dog","dog"
"A26",57,"where are your ears","dog pig",,"child","child",,"dog",
"A26",58,"huh","dog pig",,"child","child",,"dog",
"A26",59,"doggy yeah","dog pig","dog","pig","pig",,"dog",
"A26",60,"oh here comes mister pig","dog pig","pig","pig","pig",,"pig",
"A26",61,"the piggy has a funny nose doesnt he","dog pig","pig","pig","pig",,"pig","pig"
"A26",62,"yeah","dog pig",,"pig","pig",,"pig","pig"
"A26",63,"yeah","dog pig",,"child","pig",,"pig",
"A26",64,"hes got funny ears too","dog pig","pig","pig","pig",,"pig","pig"
"A26",65,"oh did he make a noise","dog pig","pig","pig","pig",,"pig",
"A26",66,"oh hes a puppet","dog pig","pig","pig","pig",,"pig",
"A26",67,"look it this piggy talks","dog pig","pig","child","pig",,,
"A26",68,"hi sam","dog pig",,"child","pig",,"pig",
"A26",69,"hi sam","dog pig",,"child","pig",,"pig",
"A26",70,"haaaa oh hes magic","dog pig","pig","pig","pig",,"pig","pig"
