"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A21",1,"you want to do that","car truck",,"car","car child",,"car","car truck"
"A21",2,"what sound does a car make","car truck","car","child","car child",,"truck","truck"
"A21",3,"zoom","car truck",,"child","child",,"truck","truck"
"A21",4,"thats a truck","car truck","truck","truck","child",,"truck","truck"
"A21",5,"a truck yeah","car truck","truck","truck","child",,"truck","truck"
"A21",6,"see it has teddy bears on the side huh","car truck","truck","truck","child","truck","truck","truck"
"A21",7,"zoom","car truck",,"truck","child",,,"truck"
"A21",8,"what color is the truck","car truck","truck","child","child",,"truck","truck"
"A21",9,"green right","car truck",,"truck","child",,"truck","truck"
"A21",10,"and that ones red","car truck","car","car","child",,"car","car truck"
"A21",11,"whats this","car truck","car","car","child","car","car","car truck"
"A21",12,"wheels right","car truck","car","child","child",,"truck","car truck"
"A21",13,"wheels too yeah","car truck","truck","truck","child","truck","truck","car truck"
"A21",14,"zoom","car truck",,"car","child",,"car","car truck"
"A21",15,"zoom","car truck",,"car","child",,,"car truck"
"A21",16,"ooh does it open","car truck","car","car","child",,"car","car truck"
"A21",17,"ha here mommy hold this one","car truck","truck","truck","child truck",,"car","car truck"
"A21",18,"see is that door opens","car truck","car","car","child truck","car","car","car"
"A21",19,"nope","car truck",,,"child truck",,"truck","car truck"
"A21",20,"ha","car truck",,"car","car truck",,"truck","car truck"
"A21",21,"yes it does","car truck","car","car","car truck",,"car","truck"
"A21",22,"yes it does","car truck","car","car","car",,"car","truck"
"A21",23,"how many doors","car truck","car","car","car",,"car","truck"
"A21",24,"two doors right","car truck","car","car","car",,"car","truck"
"A21",25,"zoom truck","car truck","truck","car","car",,"car","car truck"
"A21",26,"in here","car truck","car","car","car",,"car","car truck"
"A21",27,"here you wanna","car truck",,"car","car",,"car","car truck"
"A21",28,"you wanna put the truck on top of the car","car truck","car truck","car","car",,"car","car truck"
"A21",29,"okay","car truck",,"car truck","car truck",,"car truck",
"A21",30,"yeah","car truck",,"car truck",,,"car truck",
"A21",31,"uhoh what happened","car truck",,"car truck",,,"truck","truck"
"A21",32,"whatd you do","car truck",,"car",,,"car","car truck"
"A21",33,"did you did you close the door","car truck","car","child",,,"car","car truck"
"A21",34,"oh","car truck",,"car",,,"car","car truck"
"A21",35,"in there","car truck","car","child",,,"car","car"
"A21",36,"ahhh","car truck",,"car",,,"car","car"
"A21",37,"where does chris sit","car truck",,"car",,,"car","car"
"A21",38,"does chris","car truck",,"car",,,"car","car"
"A21",39,"does chris sit in the car","car truck","car","car",,,"car","car"
"A21",40,"sit car","car truck","car","car","child",,"car","car"
"A21",41,"okay","car truck",,"car","child",,"car","car"
"A21",42,"yeah chris sits in the back seat huh","car truck","car","truck","child",,"car","car truck"
"A21",43,"yeah","car truck",,"car","child",,"car","car truck"
"A21",44,"uhoh fall down","car truck",,"truck","child",,"truck","truck"
"A21",45,"can i drive on chriss leg","car truck",,"car","car child",,"car","truck"
"A21",46,"hum","car truck",,"car","child",,"car","car"
"A21",47,"what are these chris","car truck","car","car","car","car","car","car"
"A21",48,"headlights right headlights","car truck","car","car","child",,"car","car"
"A21",49,"sit down","car truck",,"car","child",,"car","car"
"A21",50,"okay","car truck",,"car","child",,"car","car"
"A21",51,"uhhuh","car truck",,"car","child",,"car","car"
"A21",52,"yeah does the trunk open","car truck","car","car","car",,"car","car"
"A21",53,"no no just  the doors","car truck","car","car","car",,"car",
"A21",54,"ha and what is that this is an english car","car truck","car","car","car",,"car",
"A21",55,"the steering wheels on the wrong side","car truck","car","car","car",,"car","car"
"A21",56,"yeah","car truck",,"car",,,"car","car"
"A21",57,"yeah","car truck",,"car",,,"car","car"
"A21",58,"sit down car","car truck","car","car",,,"car","car"
"A21",59,"yeah right in that seat","car truck","car","car",,,"car","car"
"A21",60,"chris sits down in mommy and daddys car huh","car truck","car","child",,,"car","car"
"A21",61,"yeah and you turn the blinkers on","car truck","car","child",,,"car","car"
"A21",62,"yeah","car truck",,"child",,,"car","car"
"A21",63,"zoom","car truck",,"child",,,"car","car"
"A21",64,"okay","car truck",,"child",,,"car","car"
"A21",65,"thats the front of the truck","car truck","truck","truck",,,"truck","truck"
"A21",66,"front of the truck yeah","car truck","truck","truck",,,"truck","truck"
"A21",67,"no open uhuh","car truck",,"truck",,,"truck","truck"
"A21",68,"whats that","car truck","truck","truck",,"truck","truck","truck"
"A21",69,"a bear","car truck","truck","truck",,,"truck","truck"
"A21",70,"what color are the wheels","car truck","truck","truck",,"truck","truck","truck"
"A21",71,"red right","car truck",,"truck","child",,"truck","truck"
"A21",72,"what colors this","car truck","truck","truck","child","truck","truck","truck"
"A21",73,"green right","car truck",,"truck","child",,"truck","truck"
"A21",74,"that ones red yeah","car truck","car","car","child",,"car","car"
"A21",75,"what a smart boy","car truck",,"car","child",,"car","car"
"A21",76,"yeah what a smart boy you are","car truck",,"car","child",,"car","car"
"A21",77,"to open","car truck",,"car","child",,"car","car"
"A21",78,"oh ill show you","car truck",,"car","car",,"car","car"
"A21",79,"right here","car truck","car","car","car",,"car","car"
"A21",80,"and on this side too","car truck","car","car","child",,"car","car"
"A21",81,"uhhuh that will open","car truck","car","car","child",,"car","car"
"A21",82,"see little finger right there","car truck","car","car","car",,"car","car"
"A21",83,"there","car truck","car","car",,,"car","car"
"A21",84,"see","car truck",,"car",,,"car","car"
"A21",85,"two doors","car truck","car","car",,,"car","car"
"A21",86,"two","car truck",,"car",,,"car","car"
"A21",87,"okay close the door","car truck","car","car",,,"car","car"
"A21",88,"you want to leave it open","car truck","car",,"child",,"car","car"
"A21",89,"oooh chris whats that","car truck brush box","box brush","brush",,,"brush","car truck"
"A21",90,"whats in whats here","car truck brush box","box brush","box","child","box","car truck",
