"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A20",1,"this is a pig","dog pig","pig","child","pig",,"dog","dog"
"A20",2,"daddys been trying to teach you how to say pig","dog pig","pig","child","pig",,"dog","dog"
"A20",3,"thats right thats a doggy","dog pig","dog","child","pig",,"dog","dog"
"A20",4,"this is a pig","dog pig","pig","child","pig",,"pig","dog pig"
"A20",5,"can you say pig","dog pig","pig","child","pig",,"pig","dog pig"
"A20",6,"ok","dog pig",,"child",,,"pig","dog pig"
"A20",7,"do you want to wear the pig","dog pig","pig","child",,,"pig","dog pig"
"A20",8,"this is the doggy","dog pig","dog","child","dog",,"dog","dog pig"
"A20",9,"and this is the pig","dog pig","pig","child","dog pig",,"pig","dog pig"
"A20",10,"ohhh see how the pig can hold your nose","dog pig","pig","child","dog pig",,"pig",
"A20",11,"nose","dog pig",,"child","pig",,"mom","dog"
"A20",12,"wheres the pigs nose","dog pig","pig","pig","pig",,"pig","dog"
"A20",13,"show me the pigs nose","dog pig","pig","child","pig",,"pig","dog"
"A20",14,"thats the pigs ear","dog pig","pig","pig","pig",,"pig","dog pig"
"A20",15,"wheres the pigs nose","dog pig","pig","child","pig",,"pig","dog"
"A20",16,"are you hugging the pig","dog pig","pig","child","child pig",,"pig","dog pig"
"A20",17,"can you hug the doggy","dog pig","dog","child","pig",,"dog","dog"
"A20",18,"ahhh","dog pig",,"child","pig",,,"dog"
"A20",19,"wheres the doggys nose","dog pig","dog","child","pig",,,"dog"
"A20",20,"yeah","dog pig",,"child",,,,"dog pig"
"A20",21,"can you put your hand inside","dog pig","pig","pig","pig",,"pig","dog pig"
"A20",22,"ohh where did your hand go","dog pig",,"child","pig",,"pig","dog pig"
"A20",23,"hello caitlin","dog pig",,"child","pig",,"pig","dog pig"
"A20",24,"hello","dog pig",,"child","pig",,"pig","dog pig"
"A20",25,"hello caitlin","dog pig",,"child","pig",,"pig","dog pig"
"A20",26,"you want to show dee the pig","dog pig","pig","child",,,,"dog pig"
"A20",27,"whooo","dog pig",,"pig",,,"pig","dog pig"
"A20",28,"the pig makes noise","dog pig","pig","child",,,"pig","dog pig"
"A20",29,"oh","dog pig",,"pig","pig",,"pig","dog pig"
"A20",30,"can you squeak it","dog pig","pig","pig","pig",,"pig","dog pig"
"A20",31,"its up there","dog pig","pig","pig","pig",,"pig","dog pig"
"A20",32,"those are the ears","dog pig","pig","pig","pig",,"pig","dog pig"
"A20",33,"its on the forehead","dog pig","pig","pig","pig",,"pig","dog pig"
"A20",34,"frustrating","dog pig",,"pig",,,,
"A20",35,"is that no thats a doggy","dog pig","dog","dog","pig",,"dog","dog"
"A20",36,"buppie","dog pig",,"child","pig",,"dog","dog"
"A20",37,"i think buppies in your crib","dog pig",,"child","pig",,"dog","dog"
"A20",38,"buppies a lot bigger","dog pig",,"child","pig",,"dog","dog"
"A20",39,"and buppies a bear","dog pig",,"child","pig",,,"dog"
"A20",40,"yeah thats a doggy","dog","dog","child","pig",,,"dog"
"A20",41,"you think theres something else in there","dog",,"child","pig",,,"dog"
"A20",42,"what sound does a doggy make","dog pig","dog","child","pig child",,"mom","dog"
"A20",43,"thats my microphone","dog pig",,"mom","pig",,"mom","dog"
"A20",44,"what sound does the doggy make","dog pig","dog","child","pig",,"mom","dog"
"A20",45,"thank you","dog pig",,,"pig",,,"dog"
"A20",46,"can i put it back in","dog pig",,,"pig",,"mom","dog"
"A20",47,"can we put it back in","dog pig",,"child","pig",,"mom","dog"
"A20",48,"should we put the dog the doggy in here","dog pig","dog",,"pig",,,"dog"
"A20",49,"you want the doggy to have a place to sit","dog pig","dog",,"pig",,,"dog"
"A20",50,"sit","dog pig",,,"pig",,,"dog"
"A20",51,"we could we could put the pig in there","dog pig","pig","child","pig",,"pig","dog"
"A20",52,"they could have a party","dog pig",,"child",,,"pig","dog"
"A20",53,"party","dog pig",,"child",,,"pig","dog"
"A20",54,"now the doggy and the pig are with boujeval","dog pig",,"dog pig",,,"dog pig",
"A20",55,"wheres figment","dog pig","dog pig","child",,,,
"A20",56,"do you want to go get figment","dog pig",,,,,,
"A20",57,"is figment over there","dog pig",,,,,,
"A20",58,"oh youre going to take boujeval over","dog pig",,,,,,
"A20",59,"time to get out","dog pig",,,,,,
"A20",60,"you did it","dog pig",,"pig",,,"pig","pig"
"A20",61,"you did it","dog pig",,"pig",,,"pig","pig"
"A20",62,"i dont think the doggy does it","dog pig","dog","dog",,,"dog","dog"
"A20",63,"oink oink oink oink oink oink oink","dog pig",,"child",,,"mom","pig"
"A20",64,"i think that the doggy goes woof",,"dog","child",,,,
"A20",65,"whats that",,,,,,,
"A20",66,"is that jewelry",,,"mom",,,"mom","mom"
"A20",67,"you think so",,,"child",,,"mom","mom"
"A20",68,"its kind of ugly for jewelry",,,"child",,,,"mom"
"A20",69,"put it back",,,"mom",,,,
"A20",70,"you snap it in there",,,"child","mom",,"pig",
"A20",71,"you going to put it inside the pig","dog pig","pig","child",,,"mom","pig"
"A20",72,"woof woof woof woof","dog pig",,"dog","dog",,"dog",
