"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A19",1,"can you open the door","car truck","car","child",,,"car","car"
"A19",2,"can you open it yeah","car truck","car","child",,,"car","car"
"A19",3,"the other side","car truck",,"car",,,"car","car"
"A19",4,"yeah","car truck",,"car",,,"car","car"
"A19",5,"no","car truck",,"car",,,"car","car"
"A19",6,"you gonna drive with the doors open","car truck","car","car",,,"car","car"
"A19",7,"yeah","car truck",,"car",,,"car","car"
"A19",8,"close the doors","car truck","car","car",,,"car","car"
"A19",9,"close the doors","car truck","car","car",,,"car","car"
"A19",10,"now you can go driving","car truck",,"car",,,"car","car"
"A19",11,"open","car truck",,"car",,,"car",
"A19",12,"open yeah","car truck",,"car",,,"car","car"
"A19",13,"is there anybody in there","car truck","car","car",,,,"car"
"A19",14,"hey erin the steering wheels on the wrong side","car truck","car","car","car",,"car","car"
"A19",15,"yeah","car truck",,"car","car",,"car","car"
"A19",16,"car","car truck","car","car","car",,"car","car"
"A19",17,"wheels","car truck",,"car","car",,"car","car"
"A19",18,"mhmm","box brush",,"brush","brush",,"brush",
"A19",19,"yeah its sort of like a brush huh","box brush","brush","brush","child",,"brush","brush"
"A19",20,"windy","box brush",,"child",,,,"brush"
"A19",21,"oh its pretty windy out","box brush",,"child",,,"brush","brush"
"A19",22,"i think i know what her favorite is","box brush",,"child","box",,"mom","brush"
"A19",23,"erin","box brush",,"brush","brush",,,
"A19",24,"cooking","box brush",,"child","brush",,"brush box",
"A19",25,"you gonna cook","box brush",,"brush","brush",,"brush",
"A19",26,"we dont put it in our hair when we cook","box brush","brush","child",,,,"brush"
"A19",27,"thats a thats sort of like a comb this is a brush","box brush","brush","brush","brush",,"brush","brush"
"A19",28,"this is a brush","box brush","brush","brush","brush",,"brush","brush"
"A19",29,"its like a comb","box brush","brush","brush","brush",,"brush","brush"
"A19",30,"its a brush","box brush","brush","child",,,"mom","brush"
"A19",31,"and this is a box","box brush","box","box","box",,"box","brush"
"A19",32,"this is a box and thats a brush","box brush","box brush","box","box",,"box","brush"
"A19",33,"huh","box brush",,"child",,,"box","brush"
"A19",34,"the truck","box brush","truck","child",,,"box","brush"
"A19",35,"the truck went away","box brush","truck","child",,,"mom","brush"
"A19",36,"the truck went away","box brush","truck","child",,,"mom","brush"
"A19",37,"and the car went away","box brush","car","child",,,"mom","brush"
"A19",38,"you want to brush benny","brush",,"child",,,,"brush"
"A19",39,"be nice when you brush benny","brush",,"child",,,,"brush"
"A19",40,"dont hit him","brush",,"child",,,,"brush"
"A19",41,"here","brush",,,,,,"brush"
"A19",42,"here","box brush",,,,,,"brush"
"A19",43,"lets be real nice and brush benny","box brush",,,,,,"brush"
"A19",44,"real nice","box brush",,,"brush",,,"brush"
"A19",45,"brush benny","box brush",,,"brush",,,"brush"
"A19",46,"yeah","box brush",,,"brush",,,"brush"
"A19",47,"real nice","box brush",,"child","brush",,,"brush"
"A19",48,"see","box brush",,"child","brush",,,"brush"
"A19",49,"yeah","box brush",,"box",,,"box","brush"
"A19",50,"brush the box","box brush","box","box",,,"box","brush"
"A19",51,"yeah and you brush benny huh","box brush",,"child",,,"box","brush box"
"A19",52,"no dont hit benny with the box","box brush","box","child",,,,"brush box"
"A19",53,"yeah","box brush",,"brush","brush",,"brush","box"
"A19",54,"brush","box brush","brush","brush","brush",,"brush","box"
"A19",55,"real nice","box brush",,"brush","brush",,"brush","box"
"A19",56,"ok","box brush",,,,,,"box"
"A19",57,"car went away","box brush","car","child",,,,"box"
"A19",58,"and the big truck went away","box brush","truck","child",,,"mom","box"
"A19",59,"and the piggys away","box brush","pig","child",,,,"box"
"A19",60,"what about the doggy","box brush","dog","child",,,,"box"
"A19",61,"doggy went away too","box brush","dog","child",,,"mom","box"
"A19",62,"away","box brush",,,,,,"box"
"A19",63,"away yeah","box brush",,,,,,"box"
"A19",64,"ok","box brush",,"child",,,,"box"
"A19",65,"what should","box brush",,,"doll rabbit",,"mom","box"
"A19",66,"ok","box brush",,"doll rabbit",,,"doll rabbit","box"
"A19",67,"that wont shell come after it real quick","doll","doll","child",,,"doll","doll"
"A19",68,"who is","doll box brush",,"child","box",,"doll","doll"
"A19",69,"who is that","doll box brush","doll","child","box",,"doll","doll"
"A19",70,"oh i see","doll box brush",,"doll",,,"doll",
"A19",71,"the dollys got yeah","doll box brush","doll","doll","doll",,"doll",
"A19",72,"wheres your rabbit","doll box brush","rabbit","child",,,"doll","doll"
"A19",73,"is your rabbit over there","doll box brush rabbit","rabbit","rabbit","rabbit",,"rabbit",
"A19",74,"am i supposed to do like say its over there or you know ok ok","doll box brush rabbit","rabbit",,,,"box","box rabbit"
"A19",75,"dolls","box brush rabbit","doll",,,,,
"A19",76,"dollie","box brush rabbit","doll",,,,,
"A19",77,"wheres rosy","doll box brush rabbit","doll","child",,,,
"A19",78,"wheres rosy","doll box brush rabbit","doll","child",,,,
"A19",79,"where did rosy go","doll box brush rabbit","doll","child",,,,
"A19",80,"wheres rosy","doll box brush rabbit","doll","child",,,"doll",
"A19",81,"is rosy over there on that couch sitting by dad","doll box brush rabbit","doll","child",,"doll","doll",
"A19",82,"yeah is that rosy over there","doll box brush rabbit","doll","child",,,"doll",
"A19",83,"what are you doing","doll box brush rabbit",,"child",,,,
"A19",84,"boopie","doll box brush rabbit",,"child",,,,
"A19",85,"no she just wanted to do rosys diaper and and shes just kinda playing","doll box brush rabbit","doll","child",,,,
