"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A4",1,"look look what we got here","dog pig",,"dog pig","child","dog pig",,
"A4",2,"look what we got","dog pig",,"pig","child pig",,"pig",
"A4",3,"what this","dog pig","pig","pig","child pig",,"pig",
"A4",4,"this a pig","dog pig","pig","pig","child pig",,"pig","pig"
"A4",5,"oink pig oh where you going","dog pig","pig",,"child pig",,"pig","pig"
"A4",6,"where you going","dog pig",,"child","child pig",,"pig",
"A4",7,"yes","dog pig",,"child","child pig",,,
"A4",8,"whats he saying","dog pig","pig","child","child pig",,,
"A4",9,"look see","dog pig",,"child","child pig",,"pig",
"A4",10,"hes got little ears","dog pig","pig","pig","child pig",,"pig",
"A4",11,"see the eyes","dog pig","pig","pig","child pig",,"pig",
"A4",12,"can you see the piggys eyes","dog pig","pig","pig","child pig",,,
"A4",13,"what","dog pig",,"pig","child pig",,,
"A4",14,"eric look","dog pig",,"pig","child pig",,,
"A4",15,"Ha","dog pig",,"pig","child pig",,"pig",
"A4",16,"it squeaks","dog pig","pig","pig","child pig",,"pig",
"A4",17,"look it hes got a tail too","dog pig","pig","pig","child pig",,,
"A4",18,"oh look i can put his hand in it","dog pig","pig","pig","child pig",,,
"A4",19,"hi eric","dog pig",,"child","child pig",,"pig",
"A4",20,"hi eric","dog pig",,"pig","child pig",,"pig",
"A4",21,"look at his eye","dog pig","pig","pig","child pig",,"pig",
"A4",22,"can you see his eyes and his little nose","dog pig","pig","pig","child pig",,"pig",
"A4",23,"he gonna give you a kiss","dog pig","pig","child","child pig",,"pig",
"A4",24,"yeah","dog pig",,"child","child pig",,,
"A4",25,"whats this look","dog pig","pig","child","child pig","pig",,
"A4",26,"can you touch him","dog pig","pig","pig","child pig",,"pig","pig"
"A4",27,"hes got fur","dog pig","pig","child","child pig",,"pig","pig"
"A4",28,"look it look at his tail","dog pig","pig","pig","child pig",,,
"A4",29,"eric look at his tail","dog pig","pig","pig","child pig",,,
"A4",30,"look at his tail","dog pig","pig","pig","child pig",,"pig","pig"
"A4",31,"see his tail","dog pig","pig","pig","child pig",,"pig","pig"
"A4",32,"its different huh","dog pig","pig","pig","child pig",,"pig","pig"
"A4",33,"it feels different","dog pig","pig","pig","child pig",,"pig","pig"
"A4",34,"it feels different","dog pig","pig","pig","child pig",,,"pig"
"A4",35,"theres a tail","dog pig","pig","pig","child pig",,,"pig"
"A4",36,"can you say tail oh look at the puppy","dog pig","dog","dog","child pig",,"dog","pig"
"A4",37,"look at the puppy","dog pig","dog","dog","child pig",,"dog","dog"
"A4",38,"oh whered it go","dog pig","dog","dog","child pig dog",,"dog",
"A4",39,"ruff ruff ruff ruff ruff","dog pig",,"child","child pig dog",,"dog",
"A4",40,"ruff ruff ruff","dog pig",,"child","child pig dog",,"dog",
"A4",41,"is that a piggy","dog pig","pig","pig","child dog",,"pig",
"A4",42,"is that a puppy","dog pig","dog","dog","child pig dog",,"pig",
"A4",43,"say puppy","dog pig","dog","child","child pig dog",,"pig",
"A4",44,"puppy","dog pig","dog","child","child pig dog",,"dog",
"A4",45,"is that a piggy","dog pig","pig","child","child pig dog",,"pig",
"A4",46,"puppy","dog pig","dog","child","child pig dog",,"pig","pig"
"A4",47,"wheres the piggy","dog pig","pig","child","child pig dog",,"pig","pig"
"A4",48,"wheres the piggy eric","dog pig","pig","child","child pig dog",,"pig",
