"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A12",1,"and whats that is this a puppy dog","pig dog","dog","dog",,,"dog","pig"
"A12",2,"woof woof woof","pig dog",,"dog","dog",,"dog","pig"
"A12",3,"woof woof woof woof woof","dog",,"child","dog",,"pig",
"A12",4,"thats nice","dog",,"child","dog",,"dog",
"A12",5,"come here you come here you",,,"child","child",,"mom",
"A12",6,"here it comes its gonna get you get you get you","pig","pig","child","pig",,"pig",
"A12",7,"look i think i can do something with this alexis look","pig dog","pig","pig","pig",,"pig",
"A12",8,"look at that","pig","pig","child","pig",,"pig",
"A12",9,"look at that little piggy","pig","pig","child","pig",,"pig",
"A12",10,"it can talk to you","pig","pig","child","pig",,"pig",
"A12",11,"gonna get you its gonna get you","pig","pig","child","pig",,"pig","pig"
"A12",12,"yeah","pig","pig","child","pig",,,
"A12",13,"its giving you a kiss a little smooch kiss","pig",,"child","pig",,,"pig"
"A12",14,"haa","pig dog","pig","child",,,,"pig"
"A12",15,"you got it","pig dog","pig","child",,,,"pig"
"A12",16,"here comes the puppy dog","pig dog","dog","child","dog",,,"pig"
"A12",17,"bless you","pig dog",,"child","dog",,,"pig"
"A12",18,"yes you extra sneeze","pig dog",,"child","dog",,"dog","pig"
"A12",19,"puppy dog","pig dog","dog","child","dog",,,"dog pig"
"A12",20,"give it to mommy","pig dog","pig dog","child",,,,"dog pig"
"A12",21,"haa","pig dog",,"child",,,,"dog pig"
"A12",22,"thank you","dog",,"child","pig",,,"dog pig"
"A12",23,"come here come here alexis","dog",,"child","pig",,"dog","dog"
"A12",24,"come here","pig dog",,"child","pig",,"pig","dog"
"A12",25,"its gonna get you","pig","pig","child","child pig",,"pig",
"A12",26,"what","pig",,"child","pig",,,"pig"
"A12",27,"what","pig",,"child","pig",,,"pig"
"A12",28,"you want it","pig","pig","pig","pig",,"pig","pig"
"A12",29,"pull can you pull","pig",,"child","child pig",,"pig","pig"
"A12",30,"yeah you can do it yeah","pig",,"child","pig",,"pig","pig"
"A12",31,"can you give mommy the puppy dog","pig dog","dog","dog",,,"dog","dog pig"
"A12",32,"can mommy have it","pig dog","dog","child",,,"mom","dog pig"
"A12",33,"thank you","pig dog",,"dog","dog",,"mom","dog pig"
"A12",34,"thank you come here","pig",,"child","dog",,,"pig"
"A12",35,"alexis","pig",,"child","dog",,"mom","pig"
"A12",36,"they dont want to go for a ride","pig","pig","child","dog",,"pig","pig"
"A12",37,"it doesnt want to go for a ride right now","pig","pig","child","dog",,"pig",
"A12",38,"come here","pig dog",,"pig","dog",,,
"A12",39,"it doesnt want to go for a ride i said","pig dog","pig","child","child dog",,"pig","pig"
"A12",40,"you dont care right","pig dog",,"child","child dog",,,
"A12",41,"you dont care","dog",,"child","dog",,,
"A12",42,"be careful",,,"child","dog",,,
"A12",43,"yeah",,,"child","dog",,,
"A12",44,"do you want these",,"pig dog","child","dog",,,
"A12",45,"hey you do you want this","pig dog","pig dog","child","dog",,"mom",
"A12",46,"do you want this","pig dog","pig dog","child","dog",,"mom",
"A12",47,"youd rather climb","pig dog",,"child","dog",,"mom",
"A12",48,"be careful",,,"child","dog",,,
"A12",49,"ha",,,"child","dog",,,
"A12",50,"you gonna be a big girl","pig dog",,"child","dog",,"mom",
"A12",51,"yeah","pig dog",,"child","dog",,,
"A12",52,"be very careful","pig dog",,"child","dog",,,
"A12",53,"alexis be very careful","pig dog",,"child","dog",,,
"A12",54,"there can mommy help you down","dog",,"child","child",,,
"A12",55,"haa","dog",,"child","child",,,
"A12",56,"boom","dog",,"child","child",,,
"A12",57,"there why dont you get in the proper way",,,"child","child",,,
"A12",58,"wheres your puppy dog",,"dog","child",,,"mom",
"A12",59,"whered the puppy dog go",,"dog","child",,,,
"A12",60,"where is it","dog","dog","child",,,,
"A12",61,"its there","dog","dog","dog",,,"dog",
"A12",62,"did you make it all gone","dog","dog","child",,,"dog",
"A12",63,"you did",,,"child",,,,
"A12",64,"yeah",,,"child",,,,
"A12",65,"yeah","dog",,"dog",,,"dog",
"A12",66,"do you need help",,,"child","child",,,
"A12",67,"ha",,,"car train",,,,
"A12",68,"oooo alexis look","dog",,"car train",,,"dog",
"A12",69,"alexis look what mommy has","car train",,"car train","car train",,"car train",
"A12",70,"look","car train",,"car train","car train",,"car train",
"A12",71,"vroom","car train",,"car train","car train",,"car train",
"A12",72,"lets see if you want those","car train","car train","child","car train",,"car train",
"A12",73,"come here lets find the car","car train","car","child","child",,"car train",
"A12",74,"there","car train",,"child",,,"train","train"
"A12",75,"is that a car","car train","car","child",,,"car","car"
"A12",76,"the car goes vroom vroom vroom","car train","car","child",,,"car","car"
"A12",77,"look at the train",,"train","train","train",,,
"A12",78,"alexis look at the train",,"train","child","train",,,
"A12",79,"youd much rather climb on your chair",,,"child",,,,
"A12",80,"huh you do that for hours and hours and hours",,,"child",,,,
"A12",81,"be careful girl","car train",,"child",,,,
"A12",82,"yeah be careful",,,"child",,,,
"A12",83,"yeah big girl","car train",,"child",,,,
"A12",84,"yeah thats what we do  huh","car train",,"child","child",,,
"A12",85,"you stuck are you stuck",,,"child","child",,,
"A12",86,"be careful",,,"child",,,,
"A12",87,"okay",,,"child",,,,
