"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A17",1,"do you like that car","car truck","car","child",,,,"car truck"
"A17",2,"do you like the car","car truck","car","child",,,,"car truck"
"A17",3,"do you see this dog","car truck dog pig","dog","dog","dog",,,"car truck"
"A17",4,"do you know what sound a dog makes","car truck dog pig","dog","child","dog",,,"car truck"
"A17",5,"can you tell me","car truck dog pig",,"child","dog",,,"car truck"
"A17",6,"that ruff ruff ruff thats right","car truck dog pig",,"child","dog",,"dog","car truck"
"A17",7,"ruff ruff ruff ruff ruff","car truck dog pig",,"child","dog",,"dog","car truck"
"A17",8,"it i make the pig go  like this can you make the doggy go","car truck dog pig","pig dog","pig","pig",,"pig","car truck"
"A17",9,"so the doggy can talk to the pig","car truck dog pig","dog pig","child","pig",,"pig","car truck"
"A17",10,"you do that","car truck dog pig",,"child","pig",,"dog","car truck"
"A17",11,"car you want the car to talk to the pig","car truck dog pig","car pig","pig","pig",,"pig","car truck"
"A17",12,"hi how are you","car truck dog pig",,"pig","pig",,"pig","car truck"
"A17",13,"what does the car say","car truck dog pig","car","pig","pig",,"pig","car truck"
"A17",14,"and now you want the truck to talk to the pig ok","car truck dog pig","truck","pig","pig",,"pig","car truck"
"A17",15,"hi yeah yeah","car truck dog pig",,"child","pig",,"pig","car truck"
"A17",16,"do you want the pig to give you a kiss","car truck dog pig","pig","child","pig",,"pig","car truck"
"A17",17,"yeah","car truck",,"child","pig",,,"car truck"
"A17",18,"oh boy theyre theyre having a good time here arent they","dog pig","dog pig","dog","pig",,"dog","dog"
"A17",19,"yeah","dog pig",,"dog","pig",,"dog","dog"
"A17",20,"should they go walking together","dog pig","dog pig","child","pig",,"pig","dog"
"A17",21,"or do you want them to fight","dog pig","dog pig","child","pig",,"pig","dog"
"A17",22,"should the doggy kiss the can you make the doggy kiss the pig","dog pig","dog pig","dog","pig",,"dog",
"A17",23,"thats nice","dog pig",,"child","pig",,,"dog"
"A17",24,"can you make the doggy kiss you","dog truck car","dog","child","pig",,"car truck","dog"
"A17",25,"oh you want the pig to kiss you","dog pig","pig","child","pig",,"pig","dog"
"A17",26,"you want to give me a kiss","dog pig",,"child","pig",,"mom","dog"
"A17",27,"you do dont you huh","dog pig",,"child","pig child",,"mom","dog"
"A17",28,"yeah","dog pig",,"child","pig",,"mom","dog"
"A17",29,"do you want to try to play with the pig","dog pig",,"pig","pig",,"pig","dog"
"A17",30,"put your hand in here","dog pig","pig","child","pig",,"pig","dog"
"A17",31,"can you put your hand in there","dog pig","pig","child","pig",,"pig","dog"
"A17",32,"yeah","dog pig",,"child","pig",,"pig","dog pig"
"A17",33,"now you can make the pig go too","dog pig","pig","child","pig",,"pig","dog pig"
"A17",34,"yeah","dog pig",,"dog","dog",,"dog","dog pig"
"A17",35,"look at you","dog pig",,"child",,,"pig","pig"
"A17",36,"youre doing that awfully well","dog pig",,"child",,,"pig","pig"
"A17",37,"yeah","dog pig",,"child",,,"pig","pig"
"A17",38,"yeah","dog pig",,"child",,,"mom","pig"
"A17",39,"well hi mr pig","dog pig","pig","pig","pig",,"pig","pig"
"A17",40,"hi","dog pig",,"dog","dog",,"pig","pig"
"A17",41,"theres mr doggy","dog pig","dog","dog","dog",,"pig","pig"
"A17",42,"oh you want me to do it","dog pig",,"pig","pig",,"pig","pig"
"A17",43,"yes thats a very curious thing on my sweater isnt it","dog pig",,"child","pig",,"mom",
"A17",44,"its a microphone","dog pig",,"child","pig",,"mom",
"A17",45,"make the pig go too","dog pig","pig","child","pig",,"mom",
"A17",46,"you havent seen one of those before have you","dog pig",,"child","pig",,"mom",
"A17",47,"it picks up my sound and helps them record it",,,"child","pig",,,
"A17",48,"did you like that","pig",,"child","pig",,"pig",
"A17",49,"what are you looking for kate","pig",,"child","pig",,"mom",
"A17",50,"they put the truck and the car away but you still have the dog to play with","dog pig","dog truck car","dog","dog pig",,"dog",
"A17",51,"not interested in the dog huh","dog pig","dog","child","dog pig",,"dog",
"A17",52,"can you dance with the dog","dog","dog","child","dog pig",,"dog",
