"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A3",1,"whats that","dog pig","pig","child","pig",,,"pig"
"A3",2,"whats that","dog pig","pig","child",,,,"pig"
"A3",3,"spencer","pig",,"child","dog",,,"pig"
"A3",4,"ruff ruff ruff ruff ruff","dog pig",,"child","dog",,"dog","pig"
"A3",5,"heres a doggy","dog pig","dog","child","dog",,"dog","pig"
"A3",6,"heres the doggy","dog pig","dog","child","dog",,"dog","pig"
"A3",7,"ruff ruff ruff ruff ruff ruff","dog pig",,"child","dog",,"dog","pig"
"A3",8,"ruff ruff ruff","dog pig",,"dog","dog",,"dog","dog"
"A3",9,"look at the doggy","dog pig","dog","dog","dog pig",,"dog","dog"
"A3",10,"ah look at the doggy","dog pig","dog","dog",,,"dog","dog"
"A3",11,"nice doggy","dog pig","dog","child",,,"dog","dog"
"A3",12,"yes we love the doggy","dog pig","dog","child","child",,,"dog"
"A3",13,"yeah","dog pig",,"child","child",,,"dog"
"A3",14,"look at the doggy ah","dog pig","dog","child","child",,"mom","dog"
"A3",15,"and heres the piggy","dog pig","pig","child","pig",,"pig","dog"
"A3",16,"heres the pig","dog pig","pig","child","pig",,"pig","dog"
"A3",17,"heres the pig","dog pig","pig","child","pig",,"pig","dog"
"A3",18,"heres the pig","dog pig","pig","child","pig",,"pig","dog"
"A3",19,"what does the doggy say","dog pig","dog","dog","child",,"dog","dog"
"A3",20,"does the doggy say ruff ruff ruff","dog pig","dog","dog","child",,"dog","dog"
"A3",21,"ruff ruff ruff","dog pig",,"child","child",,"dog","dog"
"A3",22,"see his nose and eyes","dog pig","dog","dog",,"dog","dog","dog"
"A3",23,"and here are his paws and hes soft","dog pig","dog","dog","dog","dog","dog","dog"
"A3",24,"oh what a nice doggy","dog pig","dog","dog","dog",,"dog","dog"
"A3",25,"and here are his ears floppy ears and theres the pig","dog pig","dog pig","dog","dog",,"pig","pig"
"A3",26,"theres the pig","dog pig","pig","child",,,"mom","pig"
"A3",27,"look at the pig","dog pig","pig","pig","pig",,"pig",
"A3",28,"oh  oh  oh wheres the doggy","dog pig","dog","dog","dog pig",,"pig",
"A3",29,"wheres the doggy","dog pig","dog","child","dog pig",,"dog pig",
"A3",30,"wheres the doggy","dog pig","dog","child",,,"dog pig",
"A3",31,"wheres the doggy","dog pig","dog","child",,,"dog pig",
"A3",32,"get the doggy yes we love the dog","dog","dog","child",,,,"dog"
"A3",33,"we love the dog","dog","dog","child",,,,"dog"
"A3",34,"oh","dog pig car truck",,"car",,,"car",
"A3",35,"car","car","car","child",,,"car",
"A3",36,"okay come on","dog pig car truck",,"truck","truck",,"car","car"
"A3",37,"wheres that car","car truck","car","truck","truck",,"car","car"
"A3",38,"crash","car truck",,"car truck","truck",,"car truck","car"
"A3",39,"there he goes","car truck","truck","car","car",,"truck","truck"
"A3",40,"theyre both red","car truck","car truck","child","car",,"car","truck"
"A3",41,"red cars","car truck","car truck","child","car",,"car","truck"
"A3",42,"and wheels","car truck","truck","truck","car","truck","truck","truck"
"A3",43,"is that a car","car truck","car","child",,,,"car"
"A3",44,"is that a car","car truck","car","child",,,,"car"
"A3",45,"and a truck","car truck","truck","child",,,,"car"
"A3",46,"truck","car truck","truck","child",,"truck","truck","car"
"A3",47,"car","car truck","car","child",,"car","car","car"
"A3",48,"Oh the doggy","dog","dog","child",,,"dog","dog"
"A3",49,"he loves dogs","dog","dog",,,,,"dog"
"A3",50,"look at you","car",,"child","truck",,,"car"
"A3",51,"look at you","car truck",,"child","truck",,"mom","car"
"A3",52,"want the truck","car truck","truck","child","truck",,,"car"
"A3",53,"want the truck","car truck","truck","child",,"truck","truck","car"
"A3",54,"heres the truck","car truck","truck","child",,"truck","truck","car"
"A3",55,"you take the truck","dog","truck","truck","truck",,"truck",
"A3",56,"ill take the car","dog","car","car","car",,"truck",
"A3",57,"he wants the dog","dog","dog","child",,,"dog",
"A3",58,"oh look at the brush","box brush","brush","child","box",,"brush","brush"
"A3",59,"but whats inside the box","box brush","box","child","box",,"box","brush"
"A3",60,"are you gonna brush your hair","box brush",,"child","box",,,"brush"
"A3",61,"brush your hair","box brush",,"child","box",,,"brush"
"A3",62,"brush your hair","box brush",,"child","brush box",,"box",
"A3",63,"and we brush spencers hair very nicely","box brush",,"child","brush",,"box","box"
"A3",64,"no hair to brush","box brush",,"child","brush",,"box","box"
"A3",65,"brush brush brush","box brush",,"child","brush",,"box","box"
"A3",66,"whats inside the box","box brush","box","box","box",,"box","box"
"A3",67,"ah brush your hair","box brush",,"child","box",,,"brush"
"A3",68,"brush your hair","box brush",,"child","box",,"brush","brush"
"A3",69,"is there anything inside there","box brush","box","child","box",,"box","brush"
"A3",70,"whats inside there","box brush","box","child",,,"box","box"
"A3",71,"look inside","box brush",,"child",,,"box","box"
"A3",72,"open it up there you go","box brush","box","child",,,,"box"
"A3",73,"all gone","box brush",,"box",,,"box","box"
"A3",74,"destroy your teeth","box brush",,"brush",,,"box","box"
"A3",75,"brush your hair brush your hair","box brush",,"child","brush",,"brush","box"
"A3",76,"brush your hair","box brush",,"child",,,"brush","brush"
"A3",77,"heres let put it","box brush","brush","brush","box brush",,"box",
"A3",78,"will this go in here","box brush","box brush","brush box","brush box",,"brush box",
"A3",79,"a baby","baby","baby","child","box",,,"brush"
"A3",80,"brush brush brush","box brush",,"child",,,,"brush"
"A3",81,"brush","box brush",,"child",,,"brush","brush"
"A3",82,"brush","box brush",,"child",,,"brush","brush"
"A3",83,"ooo whats that","box brush","brush","child",,,"brush","brush"
"A3",84,"a blue handle","box brush","brush","child",,,,"brush"
"A3",85,"a blue brush","box brush","brush","child",,,"brush","brush"
"A3",86,"whats that","box brush","brush","brush",,"brush","brush","brush"
"A3",87,"ooo hook","box brush","brush","brush",,"brush","brush","brush"
"A3",88,"hook","box brush","brush","child",,,"brush","brush"
"A3",89,"is that a box","box brush","box","child",,,"box","box"
"A3",90,"open the box","box brush","box","child",,,"box","box"
"A3",91,"ha","box brush",,"child",,,"box","box"
"A3",92,"whats inside","box brush",,"child",,,"box","box"
"A3",93,"close it up open it up","box brush","box","child",,,"box","box"
"A3",94,"and close it","box brush","box","child",,,"box","box"
"A3",95,"brush brush brush brush brush","box brush",,"brush","brush",,"brush","box"
"A3",96,"brush brush brush","box brush",,"child","brush",,"brush",
"A3",97,"brush brush brush brush brush","box brush",,"child","brush",,"brush",
"A3",98,"bang bang bang bang","box brush",,"child",,,,"brush box"
"A3",99,"are you being a ham","box brush",,"child","child",,,"brush"
"A3",100,"are you being a ham","box brush",,"child","child",,,"brush"
"A3",101,"uh oh","box brush",,"child",,,,"brush"
"A3",102,"uh oh","box brush",,"child",,,,"brush"
"A3",103,"wheres your baby","box brush baby","baby","baby",,,"baby","brush"
"A3",104,"oh the baby ah spencers baby","baby blocks","baby","baby",,,"baby","baby"
"A3",105,"blocks","baby blocks","blocks","blocks",,,"blocks","baby"
"A3",106,"blocks","baby blocks","blocks","blocks",,,"blocks","blocks"
"A3",107,"blocks","baby blocks","blocks","blocks",,,"blocks","blocks"
"A3",108,"look at your blocks","baby blocks","blocks","child","blocks",,,"blocks"
"A3",109,"look at your blocks","baby blocks","blocks","child","blocks",,,"blocks"
"A3",110,"look at your blocks","baby blocks","blocks","child",,,,"blocks"
"A3",111,"what happens","baby blocks",,"child","blocks",,"blocks","blocks"
"A3",112,"and what happens here","baby blocks",,"child","blocks",,"blocks",
"A3",113,"oh knock em over","baby blocks","blocks","child",,,"blocks","blocks"
"A3",114,"uh oh","baby blocks",,"child","blocks",,,
"A3",115,"uh oh","baby blocks",,"child","blocks",,,
"A3",116,"spencer where are your blocks","baby blocks","blocks","blocks","blocks",,,
"A3",117,"and heres your baby","baby blocks","baby","baby","baby",,,"blocks"
"A3",118,"spencer look at these blocks",,"blocks","child","blocks",,,
"A3",119,"ah look at the baby playing with the blocks","baby blocks","baby blocks","baby blocks","baby blocks",,,
"A3",120,"look at the baby","baby blocks","baby","baby blocks","baby blocks",,"baby blocks",
