"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A14",1,"look it","pig",,"pig","pig",,"pig","pig"
"A14",2,"now your hands in there","pig","pig","child","pig",,"pig","pig"
"A14",3,"oh no you dont know how to do that huh here","pig",,"child","pig",,"pig",
"A14",4,"hi michael","pig dog",,"child","pig",,"pig",
"A14",5,"are you kissing him","dog","dog","child","pig",,,"dog"
"A14",6,"theres a doggy","pig dog","dog","dog","dog pig",,"dog","dog"
"A14",7,"are we ready for two new toys","pig dog",,"child","dog",,"dog","pig"
"A14",8,"michael that made a noise listen","dog","pig","child","pig",,"dog","dog"
"A14",9,"oh we didnt know that made a noise","pig","pig","child","pig",,"mom",
"A14",10,"wow","pig",,"child",,,"pig","pig"
"A14",11,"okay time for two new toys","pig dog",,"child","dog pig",,"dog pig",
"A14",12,"michael michael","pig dog",,"child","brush",,"dog pig",
"A14",13,"its okay honey you can play with those","pig dog","pig dog","child","child",,"dog pig","dog pig"
"A14",14,"michael","pig dog",,"child","child",,,"pig"
"A14",15,"oh come here honey come here","pig dog",,"child","child",,,"pig"
"A14",16,"lets lets play with some other toys now huh","pig",,"pig","child pig",,"pig",
"A14",17,"look at this whats that","brush","brush","child","child brush",,"brush","brush"
"A14",18,"thats like a brush huh","brush","brush","child","child brush",,"brush","brush"
"A14",19,"wow thats a neat thing isnt it","brush","brush","child",,,"brush","brush"
"A14",20,"you gonna scrub the floor","brush",,"brush",,,"brush","brush"
"A14",21,"can you scrub the floor with it","brush","brush","child","brush",,"brush","brush"
"A14",22,"and scrub all the furniture","brush",,"child",,,"brush","brush"
"A14",23,"oh yes youre so good at that michael","brush",,"child",,,"brush","brush"
"A14",24,"and look at this","brush box","box","box","box",,"box","brush"
"A14",25,"look at this box","brush box","box","child","box",,"box","brush"
"A14",26,"pretty neat noises huh","brush box",,"child",,,"brush box","brush box"
"A14",27,"michael why dont you come here","brush box",,"child",,,"brush box","brush box"
"A14",28,"oop there it is","brush box","brush","child",,,"brush box","brush box"
"A14",29,"why dont you come here so she can take a picture of you","brush box",,"child",,,"brush box","brush box"
"A14",30,"come here come over here","brush box",,"child",,,"brush box","brush box"
"A14",31,"come here","brush box",,"child",,,"mom","brush box"
"A14",32,"come here","brush box",,"child",,,"brush box","brush box"
"A14",33,"come here sweetie","brush box",,"child",,,"brush box","brush box"
"A14",34,"come over here so she can take a picture of you okay","brush box",,"child","child",,"brush box","brush box"
"A14",35,"there we go","brush box",,"child","child",,"brush box","brush box"
"A14",36,"oh his ball",,"ball",,,,"ball",
"A14",37,"here honey","ball",,,,,"mom","ball"
"A14",38,"yeah but were not going to play with that right now okay","ball","ball","ball","ball",,"mom","ball"
"A14",39,"can mommy have it please","ball","ball","child","child ball",,"mom","ball"
"A14",40,"thanks",,,"child","child",,"mom",
"A14",41,"lookit",,"box","box","child",,"box",
"A14",42,"do you know how to open up this box honey","box","box","child box","box child",,"box","box"
"A14",43,"lookit","box","box","box",,,"box","box"
"A14",44,"do you want mommy to show you something","box",,"child",,,"brush","box"
"A14",45,"or do you just want to bang it","brush box","box","brush","brush",,"brush","box"
"A14",46,"here lookit","brush box","box","child","box",,"mom","brush box"
"A14",47,"lookit this","brush box","box","child","box child",,"mom","brush box"
"A14",48,"lookit this","brush box","box","box","box",,"box","brush"
