"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A28",1,"whats that","car truck popnpals","car","child","car",,"car",
"A28",2,"whats that","car truck popnpals","car","child","car",,"truck",
"A28",3,"oh you like that one","car truck popnpals","car","child",,,"truck",
"A28",4,"oh you like that one now","car truck popnpals","car","child",,,"car","car"
"A28",5,"what is it","car truck popnpals","car","child",,,"car","car"
"A28",6,"thats not ga","car truck popnpals","car","car",,,,"car"
"A28",7,"come here let me see","car truck popnpals",,"car",,,"car","car"
"A28",8,"let me see","car truck popnpals",,"child",,,"car","car"
"A28",9,"let me see","car truck popnpals",,"child",,,"car","car"
"A28",10,"let me see","car truck popnpals",,"child",,,"car","car"
"A28",11,"thank you","car truck popnpals",,"child","car",,"car","car"
"A28",12,"ah look look","car truck popnpals",,"child","car",,"car","car"
"A28",13,"look what it does","car truck popnpals","car","car","car",,"car",
"A28",14,"look","car truck popnpals",,"car","car",,"car","car"
"A28",15,"look at that","car truck popnpals","car","car","car",,"car","car"
"A28",16,"come here","car truck popnpals",,"car",,,"car","car"
"A28",17,"what about this one","car truck popnpals","truck","truck","truck",,,"car"
"A28",18,"What","car truck popnpals",,"child","truck",,,"car"
"A28",19,"what do you think of that one","car truck popnpals","truck","child","truck",,"truck","car"
"A28",20,"hum does it bounce","car truck popnpals","car","child","truck",,"car","car"
"A28",21,"its not a ball","car truck popnpals","car","child","truck",,"mom","car"
"A28",22,"its not a ball","car truck popnpals","car","child","truck",,,"car"
"A28",23,"how about this one you want to push this one","car truck popnpals","truck","child","truck",,"truck","car"
"A28",24,"can you push it","car truck popnpals","truck","child","truck",,"truck","car"
"A28",25,"um you can pound it","car truck popnpals","car","child","truck",,"truck",
"A28",26,"can you push it","car truck popnpals","truck","truck",,,"truck","truck"
"A28",27,"shake it does it rattle","car truck popnpals","truck","truck",,,"truck","truck"
"A28",28,"is does rattle","car truck popnpals","truck","child",,,,"truck"
"A28",29,"thats a good toy","car truck popnpals","truck","child",,,"truck","truck"
"A28",30,"thats a good toy huh","car truck popnpals","truck","child",,,"mom","truck"
"A28",31,"you like that new toy","car truck popnpals","truck","child",,,"truck","truck"
"A28",32,"which toy which toy","car truck popnpals","car truck","car",,,"car",
"A28",33,"which toy do you like","car truck popnpals","car truck","child","car truck",,"car",
"A28",34,"which one","car truck popnpals",,"child","car truck",,"car",
"A28",35,"this one or this one","car truck popnpals","car truck","child","car truck",,"car",
"A28",36,"that one","car truck popnpals","car","child","car truck","car","car","car"
"A28",37,"race it around","car truck popnpals","car","car",,"car","car","car"
"A28",38,"can you make it race around","car truck popnpals","car","child",,,"mom","car"
"A28",39,"lets see","car truck popnpals",,"child",,,"car","car"
"A28",40,"no dont do that that isnt what it does","car truck popnpals","car","child",,,"car","car"
"A28",41,"funny joke funny joke","car truck popnpals",,"child",,,"mom","car"
"A28",42,"its not a bouncy toy","car truck popnpals","car","child",,,,
"A28",43,"this is not a bouncy toy","car truck popnpals","car","child","car",,,
"A28",44,"oh enough of these toys","car truck popnpals","car truck","child","car",,,
"A28",45,"back to bert and ernie","car truck popnpals","popnpals","car","car",,,
"A28",46,"hey andrew andrew","car truck popnpals",,"car","car",,,
"A28",47,"oh you can get those to bounce thats why","car truck popnpals",,"child","truck",,,
"A28",48,"you want to bounce those toys","car truck popnpals",,"child",,,,
"A28",49,"whats that","car truck popnpals",,"child",,,,
"A28",50,"andrew","car truck popnpals",,"child",,,,
"A28",51,"what is this toy","car truck popnpals",,"child","car",,,
"A28",52,"come here","car truck popnpals",,"child","car",,"car",
"A28",53,"what about this toy","car truck popnpals","car","child","car",,"car",
"A28",54,"what about this one","car truck popnpals","car","child","car",,"car",
"A28",55,"do you like this toy","car truck popnpals","car","child","car",,"car","car"
"A28",56,"you just stick it in your mouth","car truck popnpals","car","child",,,,"car"
"A28",57,"what does it do","car truck popnpals","car","child",,,,"car"
"A28",58,"what does the car do","car truck popnpals","car","child",,,,"car"
"A28",59,"what does the car do","car truck popnpals","car","child",,,,"car"
"A28",60,"watch this watch","car truck popnpals",,"child",,,"mom","car"
"A28",61,"look at this andrew","car truck popnpals",,"car","car",,"car",
"A28",62,"watch this","car truck popnpals",,"car","car",,"car",
"A28",63,"can you do that","car",,"car","car",,"car","car"
"A28",64,"no you just want to bang it and make noise with it","car","car","child",,,"car","car"
"A28",65,"rolling around is not interesting to you yet","car",,"child",,,"car","car"
"A28",66,"oh look","car truck popnpals",,"car","car",,"car",
"A28",67,"look","car truck popnpals",,"car","car",,"car",
"A28",68,"what about that","car truck popnpals",,"car","car",,"car",
"A28",69,"what do you think of that","car truck popnpals",,"car","car",,"car",
"A28",70,"what do you think of that","car truck popnpals",,"car","car",,"car",
"A28",71,"can you do that","car truck popnpals",,"car","car",,"car",
"A28",72,"touch it","car truck popnpals","car","car","car",,"car","car"
"A28",73,"you can touch it","car truck popnpals","car","car","car",,"car","car"
"A28",74,"see","car truck popnpals",,"car","car",,"car","car"
"A28",75,"you touch the wheels","car truck popnpals","car","car","car",,"car","car"
"A28",76,"touch the wheels","car truck popnpals","car","car","car",,"car","car"
"A28",77,"touch the wheels","car truck popnpals","car","car","car",,"car","car"
"A28",78,"see","car truck popnpals",,"car","car",,"car",
"A28",79,"look at this","car truck popnpals",,"car","car",,"car",
"A28",80,"do this","car truck popnpals",,"car","car",,"car",
"A28",81,"can you push it","car truck popnpals","car","car","car",,"car","car"
"A28",82,"can you push it","car truck popnpals","car","car","car",,"car","car"
"A28",83,"lookit like this","car truck popnpals",,"child","car",,"car","car"
"A28",84,"can you do that","car truck popnpals",,"car","car",,"car",
"A28",85,"do that","car truck popnpals",,"car","car",,"car","car"
"A28",86,"thats good andrew","car truck popnpals",,"car","car",,"car",
"A28",87,"wow look at this door","car truck popnpals","car","car","car",,"car",
"A28",88,"how about this door","car truck popnpals","car","car","car",,"car","car"
"A28",89,"hum","car truck popnpals",,"child",,,"popnpals",
"A28",90,"not too interesting","car truck popnpals",,"popnpals",,,"mom",
"A28",91,"back to bert and ernie","car truck popnpals","popnpals","popnpals","popnpals",,"popnpals",
"A28",92,"now what about this truck","car truck popnpals","truck","truck","truck",,,"popnpals"
"A28",93,"look at these wheels","car truck popnpals","truck","truck","truck",,"truck",
"A28",94,"its a shaker toy","car truck popnpals","truck","truck","truck",,"truck","truck"
"A28",95,"is this a shaker toy","car truck popnpals","truck","truck","truck",,"truck","truck"
"A28",96,"no its a wheels","car truck popnpals","truck","truck","truck",,"truck","truck"
"A28",97,"see it has wheels like mamas car","car truck popnpals","truck","truck","truck",,"truck","truck"
"A28",98,"see","car truck popnpals",,"truck","truck",,"truck","truck"
"A28",99,"what do you think of that","car truck popnpals",,"child","truck",,,
"A28",100,"what do you think of that","car truck popnpals",,"child","truck",,,
"A28",101,"hm","car truck popnpals",,"truck","truck",,"truck",
"A28",102,"what do you think","car truck popnpals",,"truck","truck",,"truck",
"A28",103,"well thats right you can push it you can push it","car truck popnpals","truck","truck","truck",,"truck","truck"
"A28",104,"yes you try to push it see","car truck popnpals","truck","truck",,,"truck","truck"
"A28",105,"try to push it","car truck popnpals","truck","truck","truck",,"truck",
"A28",106,"try to push it","car truck popnpals","truck","truck","truck",,"truck",
"A28",107,"can you push it","car truck popnpals","truck","child","truck",,"mom",
"A28",108,"can you push it","car truck popnpals","truck","child","truck",,,
"A28",109,"can you push it","car truck popnpals","truck","child","truck",,,
"A28",110,"look andrew","car truck popnpals",,"child","truck",,,
"A28",111,"whats the truck say","car truck popnpals","truck","child","truck",,"truck",
"A28",112,"like that","car truck popnpals",,"child","truck",,"truck",
"A28",113,"like that and look at the car","car truck popnpals","car","car","car",,"car",
"A28",114,"what about this one","car truck popnpals",,"car","car truck",,"truck",
"A28",115,"what about that game","car truck popnpals",,"car","car",,"car",
"A28",116,"can you do that","car truck popnpals",,"child","car",,"car",
"A28",117,"can you do that","car truck popnpals",,"child","truck",,"car",
