"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A8",1,"oink oink","pig",,"child","pig",,"pig",
"A8",2,"is that what the piggy says","pig","pig","child","pig",,"pig",
"A8",3,"oink oink oink","pig",,"child","pig",,"pig",
"A8",4,"whats this","dog","dog","child","pig","dog","dog","dog"
"A8",5,"is that a doggy","dog","dog","dog","pig","dog","dog","dog"
"A8",6,"erika","dog",,"child","pig",,,"dog"
"A8",7,"erika","dog",,"child","pig",,,"dog"
"A8",8,"yeah its a dog huh","dog","dog","child","pig",,,"dog"
"A8",9,"its a doggy","dog pig","dog","child","pig",,"dog","dog"
"A8",10,"whats the doggy say huh woof","dog pig","dog","child","pig",,,"dog"
"A8",11,"the doggy say","dog pig","dog","child","pig",,,"dog"
"A8",12,"oh what does she have","dog pig",,,"pig",,,"dog"
"A8",13,"is that a doggy huh","dog pig","dog","child","pig",,"dog","dog"
"A8",14,"is that a doggy","dog pig","dog","child","pig",,"dog","dog"
"A8",15,"yeah doggy","dog pig","dog","child","pig",,"mom","dog"
"A8",16,"the doggy says woof woof","dog pig","dog","dog","pig",,"dog","dog"
"A8",17,"yeah thats right be nice","dog pig",,"dog","pig",,"dog","dog"
"A8",18,"can you be nice to the doggy","dog pig","dog","dog","pig",,"dog","dog"
"A8",19,"be nice nice","dog pig",,"dog","pig dog",,"dog","dog"
"A8",20,"yeah dog","dog pig","dog","dog","pig",,"dog","dog"
"A8",21,"are you gonna give the doggy a hug","dog pig","dog","child","pig",,,"dog"
"A8",22,"a hug","dog pig",,"child","pig",,,"dog"
"A8",23,"yeah","dog pig",,"child","pig",,"mom","dog"
"A8",24,"thats right thats a dog","dog pig","dog","dog","pig",,"dog","dog"
"A8",25,"wheres the doggys nose","dog pig","dog","dog","pig",,"dog","dog"
"A8",26,"is that a nose","dog pig","dog","dog","pig","dog",,"dog"
"A8",27,"is that the doggys nose","dog pig","dog","dog","pig","dog","dog","dog"
"A8",28,"yeah its pretty funny huh","dog pig","dog","dog","pig",,"dog","dog"
"A8",29,"yeah what is this a doggy huh","dog pig","dog","dog","pig dog",,"dog","dog"
"A8",30,"ba no woof can you say woof","dog pig",,"dog","pig",,"dog","dog"
"A8",31,"woof woof","dog pig",,"child","pig",,"mom","dog"
"A8",32,"thats right thats a doggy yeah","dog pig","dog","dog","pig",,"dog","dog"
"A8",33,"and this is the doggys ears","dog pig","dog","dog","dog",,"dog","dog"
"A8",34,"thats the doggys ears","dog pig","dog","dog","dog",,"dog","dog"
"A8",35,"yeah","dog pig",,"child","pig",,"mom","dog"
"A8",36,"erika",,,"child","pig",,,
"A8",37,"erika erik erika",,,"child","pig",,,
"A8",38,"hello","pig",,"child","pig",,"pig",
"A8",39,"im a little piggy","pig","pig","child","pig",,,
"A8",40,"erika","dog pig",,"child","pig",,"dog",
"A8",41,"im a little piggy","dog pig","pig","child","pig",,"dog",
"A8",42,"oink oink oink","dog pig",,"child","pig",,"pig",
"A8",43,"oink oink","dog pig",,"child","pig",,"dog",
"A8",44,"im a piggy","dog pig","pig","child","pig",,"pig",
"A8",45,"oink oink","dog pig",,"child","pig",,"dog","dog"
"A8",46,"oink oink oink","dog pig",,"child","pig",,"pig","dog"
"A8",47,"oink oink oink oink oink","dog pig",,"child","pig",,"pig","pig"
"A8",48,"oh whos got the pig huh","dog pig","pig","child",,,"pig","pig"
"A8",49,"how are we gonna make that piggy squeak","dog pig","pig","pig","pig",,"dog","pig dog"
"A8",50,"thats even something mommy cant figure out","dog pig",,"pig","pig",,"pig","dog"
"A8",51,"there he goes yeah","dog pig","pig","child","pig",,"pig","dog"
"A8",52,"oink","dog pig",,"child","pig",,,"dog"
"A8",53,"oink oink","dog pig",,"child","pig",,"pig",
"A8",54,"oink oink","dog pig",,"child","pig",,"dog",
"A8",55,"oh and theres the doggy","dog pig","dog","dog","pig",,"dog","dog"
"A8",56,"yeah","dog pig",,"child","pig",,"mom","dog"
"A8",57,"thats right doggy","dog pig","dog","child","pig",,"dog","dog"
"A8",58,"oh are you going to be nice can you be nice to the dog","dog pig","dog","dog","dog pig",,,
"A8",59,"nice doggy huh","dog pig","dog","dog","dog pig",,,
"A8",60,"nice doggy","dog pig","dog","dog","dog pig",,"dog",
"A8",61,"yeah thats your doggy thats a little doggy huh","dog pig","dog","child","pig",,"dog","dog"
"A8",62,"is that a nice doggy can you be nice","dog pig","dog","child","dog",,"dog","dog"
"A8",63,"nice doggy huh","dog pig","dog","child",,,"dog","dog"
"A8",64,"yeah doggy thats right","dog pig","dog","child",,,,"dog"
"A8",65,"and theres the piggy","dog pig","pig","child","pig",,"pig",
"A8",66,"whats the piggy say oink oink oink","dog pig","pig","child","pig",,,
"A8",67,"yeah","dog pig",,"child",,,"pig","pig"
"A8",68,"is that a little piggy","dog pig","pig","child",,,"pig","pig"
"A8",69,"wheres the piggys noise right there","dog pig","pig","child",,"pig","mom","pig"
"A8",70,"is that the piggys nose","dog pig","pig","child",,"pig","mom","pig"
"A8",71,"ba","dog pig",,"child",,,,"pig"
"A8",72,"where did the doggy go huh","pig","dog","child",,,,
"A8",73,"ha whos this whos this","pig","pig","child","pig",,,
"A8",74,"hello erika","pig",,"child","pig",,"pig",
"A8",75,"im a little piggy","dog pig","pig","child","pig",,,
"A8",76,"im a little piggy","dog pig","pig","child","pig",,,
"A8",77,"erika look what mommy has",,,"child","truck",,,
"A8",78,"erika look what mommy has",,,"child","truck",,,
"A8",79,"erika look what mommy has shes got a truck","car truck","truck","child","truck",,"truck",
"A8",80,"mommys got a cookie truck","car truck","truck","child","truck",,"truck",
"A8",81,"beep beep",,,"child","truck",,,
"A8",82,"mommys got a cookie truck",,"truck","child","truck",,,
"A8",83,"are you smiling in the camera","car truck",,"child","truck",,"mom",
"A8",84,"are you a ham",,,"child","truck",,,
"A8",85,"erika come here",,,"child","truck",,,
"A8",86,"erika","car truck",,"child","truck",,,
"A8",87,"ha mommys got a cookie truck look","car truck","truck","child","truck",,"mom",
"A8",88,"look mommys got a cookie truck","car truck","truck","child","truck",,"mom",
"A8",89,"beep beep","car truck",,"truck","truck",,"mom",
"A8",90,"cookie truck","car truck","truck","child","truck",,"mom",
"A8",91,"ha","car truck",,"child","truck",,,
"A8",92,"thats a car","car truck","car","car","truck",,"car",
"A8",93,"yes","car truck",,"car","truck",,"car","car"
"A8",94,"erika we go byebye in the car","car truck","car","car","truck",,"car","car"
"A8",95,"do we go byebye in the car huh","car truck","car","child","truck",,,
"A8",96,"we go byebye in the car","car truck","car","child","truck",,"car",
"A8",97,"byebye","car truck",,"child","truck",,,
"A8",98,"yeah",,,"child","truck",,,
"A8",99,"erika lets see the car","car truck","car","car","truck",,"car","car"
"A8",100,"lemme see the car","car truck","car","car",,"car","car","car"
"A8",101,"oh that car crashed huh","car","car","car",,,"car",
"A8",102,"that car crashed","car","car","car",,,"car",
"A8",103,"come here erika","car",,"child",,,,"car"
"A8",104,"erika look","car",,"car","car",,,
"A8",105,"ha vroom vroom","car",,"car","car",,"car",
"A8",106,"we go byebye in the car huh","car truck","car","child","car",,"mom",
"A8",107,"yeah the car thats right","car truck","car","child","car",,"mom",
"A8",108,"go byebye in the car huh","car truck","car","child","car",,"mom",
"A8",109,"car thats right",,"car","car","car",,,
"A8",110,"what do we have","box brush",,"brush","brush",,"brush",
"A8",111,"whats this","box brush","brush","child","brush",,"brush",
"A8",112,"is that a brush","box brush","brush","child","brush",,"brush",
"A8",113,"gonna brush your hair","box brush",,"child","brush",,"brush",
"A8",114,"isnt that interesting huh","box brush","brush","child",,,"brush","brush"
"A8",115,"yeah","box brush",,"child",,,"brush",
"A8",116,"dont really brush the floor with it","box brush",,"child",,,"brush","brush"
"A8",117,"its a nice brush huh","box brush","brush","child",,,"brush","brush"
"A8",118,"mmm does it taste good","box brush","brush","child",,,"brush",
"A8",119,"you gonna brush your hair","box brush",,"child",,,"brush","brush"
"A8",120,"and whats in here","box brush","box","box","box",,"brush",
"A8",121,"yeah thats a wire thats on mommy yeah","box brush",,"child","box",,,
"A8",122,"ha erika look whats in here uh its a box huh","box brush","box","box","box",,"box","box"
"A8",123,"can you take that apart","box brush","box","box",,,"box","box"
"A8",124,"ha look whats inside the box","box brush","box","box",,"box","box","box"
"A8",125,"ha look at that open up huh","box brush","box","child",,,"box","box"
"A8",126,"oh does that taste good huh","box brush","box","child","box",,"box","box"
"A8",127,"you want your brush","box brush","brush","child","brush",,,"brush"
"A8",128,"you want the brush","box brush","brush","child",,,"brush","brush"
"A8",129,"yeah","box brush",,"brush",,,"brush","brush"
"A8",130,"that feels funny huh","box brush","brush","brush",,"brush","brush","brush"
"A8",131,"mmmm yum yum","box brush",,"child",,,"mom","brush"
"A8",132,"you gonna oh you gonna brush your hair huh","box brush",,"child",,,"brush","brush"
"A8",133,"oh very good","box brush",,"child",,,"box brush","brush"
"A8",134,"oh are you tired is that blankey",,,"child","doll",,,
"A8",135,"erikas got blankey",,,"child","doll",,,
"A8",136,"theres little people huh","bus doll","bus","child","doll",,"bus","bus"
"A8",137,"oh a brush huh","box brush","brush","child","doll",,"brush","brush"
"A8",138,"and a piggy yeah","pig dog brush","pig","child","doll",,"pig","pig"
"A8",139,"thats the piggys nose","pig dog brush","pig","child","doll",,"pig","pig"
"A8",140,"and a doggy","pig dog brush","dog","child","doll",,"dog","dog"
"A8",141,"yeah doggy","pig dog brush","dog","child","doll",,"dog","dog"
"A8",142,"thats right thats doggy","pig dog brush","dog","child","doll",,"mom","dog"
"A8",143,"ha erika is this your doll",,"doll","doll","doll",,,
"A8",144,"whose doll is this","doll","doll","child","doll",,"doll",
"A8",145,"is this your doll","doll","doll","child","doll",,"doll",
"A8",146,"is that raggedy","doll","doll","child","doll",,"doll",
"A8",147,"is that raggedy",,"doll","child","doll",,,
"A8",148,"is this your doll",,"doll","child","doll",,,
"A8",149,"doll","doll","doll","doll","doll",,"doll","doll"
"A8",150,"you gonna be nice to the doll","doll","doll","doll","doll",,"doll","doll"
"A8",151,"yeah","doll",,"doll","doll",,"doll","doll"
"A8",152,"yeah you have to be nice remember how to be nice","doll",,"doll","doll",,"doll","doll"
"A8",153,"yeah thats the dolls hand","doll","doll","doll","doll",,"doll","doll"
"A8",154,"yeah thats her fruit huh","doll","doll","doll","doll",,"doll","doll"
"A8",155,"thats her fruit you have to be nice","doll","doll","doll","doll",,"doll","doll"
"A8",156,"yeah look at her eyes do you like her eyes","doll","doll","doll","doll",,"doll","doll"
"A8",157,"doll thats right","doll","doll","doll","doll",,"doll","doll"
