23	32	9	29
35	36	21	14
40	33	8	28
21	34	41	30
4	35	11	24
21	26	38	1
33	8	16	15
18	19	17	34
9	3	39	33
17	31	36	28
33	9	20	34
31	6	37	8
41	12	7	26
8	6	32	22
10	39	12	40
6	24	19	38
12	17	22	2
6	16	15	29
17	37	34	26
16	18	40	29
37	17	1	13
5	18	8	29
17	23	19	9
25	8	41	30
24	4	37	22
38	10	2	26
3	20	14	5
27	39	2	16
14	3	24	38
20	18	26	32
31	7	35	5
32	38	25	21
41	7	20	26
40	5	39	19
1	6	24	28
19	30	27	23
1	29	42	40
7	3	37	16
13	34	31	4
37	23	40	21
11	14	39	36
21	12	42	15
11	23	25	35
15	38	30	20
11	1	23	33
36	16	7	27
18	10	28	9
7	36	1	2
10	11	31	29
39	13	18	22
4	25	2	10
28	12	5	33
42	36	14	25
28	3	20	32
42	25	35	12
3	13	27	19
42	15	30	5
6	22	27	2
24	11	31	34
4	41	32	9
15	13	42	35
4	30	41	10
13	22	27	14
