40	42	41	23
28	2	36	24
42	34	41	40
31	17	39	33
42	41	40	18
31	33	32	38
42	41	40	22
26	33	37	28
42	41	40	22
39	38	26	35
42	41	40	7
38	12	34	20
42	41	40	35
38	30	15	20
42	41	40	33
38	37	24	23
42	41	40	28
38	33	35	13
42	41	28	32
39	40	4	34
42	41	27	24
39	34	38	37
42	41	27	32
39	26	25	6
42	41	14	20
39	26	21	33
42	41	11	38
39	21	35	10
42	41	37	32
35	34	40	29
42	41	37	31
40	29	36	34
42	41	37	8
40	36	29	11
42	41	23	17
29	40	37	35
42	41	38	9
28	29	40	30
42	41	38	39
40	32	36	13
42	41	35	30
32	40	39	27
42	41	31	12
40	39	38	37
42	41	31	15
40	39	19	25
42	41	31	16
40	39	19	25
42	41	34	30
40	39	22	36
42	41	14	5
40	39	36	37
42	41	18	30
40	39	3	36
42	41	38	21
40	39	18	37
42	41	38	27
39	1	10	40
42	41	38	19
39	16	40	25
42	41	36	24
