29	37	32	42
19	12	1	28
32	41	13	33
9	38	5	7
20	16	34	40
42	25	21	29
5	33	24	22
4	2	30	41
22	5	10	18
4	1	8	23
10	16	24	32
4	41	14	40
10	31	35	9
6	15	5	41
29	14	37	26
34	1	30	40
14	29	38	16
34	39	23	19
4	12	42	15
34	18	32	14
4	37	11	16
34	3	30	25
40	22	6	33
23	13	12	9
28	35	21	8
9	2	30	15
17	3	42	37
11	24	31	28
42	17	40	25
24	30	38	10
12	35	21	20
38	24	25	39
10	32	17	26
39	36	23	27
32	12	30	37
27	36	19	13
8	25	3	16
19	36	13	14
1	15	5	28
16	20	26	21
28	2	31	18
22	8	7	1
2	35	10	29
22	23	3	15
6	31	7	8
3	15	27	21
7	6	2	18
38	41	39	4
13	18	36	12
11	33	2	5
18	22	19	31
33	36	39	9
28	17	40	6
26	25	27	24
6	13	9	38
27	17	20	11
26	42	36	37
29	20	39	35
41	27	11	17
7	19	33	21
20	26	14	3
7	1	11	31
35	34	23	8
