9	37	5	6
29	30	7	33
9	8	25	42
6	32	28	15
34	27	30	35
13	23	38	21
27	1	42	31
39	6	16	4
27	42	30	3
24	11	33	31
42	3	26	40
12	29	10	35
42	40	3	37
39	21	41	32
42	40	36	9
25	33	7	2
9	17	8	22
41	12	11	29
22	20	15	28
2	18	24	40
38	36	25	32
21	39	14	13
25	32	11	4
35	22	5	12
37	16	9	24
23	13	8	6
4	1	33	7
8	2	38	32
10	23	39	30
38	36	34	5
37	19	23	30
16	22	29	17
34	14	10	8
21	19	13	35
10	18	28	8
36	27	31	1
28	18	7	41
36	4	6	15
23	16	2	11
15	37	22	31
4	16	18	34
15	3	20	17
29	5	14	12
20	26	18	17
14	24	23	35
26	20	2	1
17	28	6	24
1	31	9	33
25	29	5	13
1	19	21	26
41	11	20	14
38	28	12	26
41	11	21	19
27	36	22	33
12	4	3	7
35	17	30	39
3	34	37	19
32	40	10	5
24	34	38	25
10	40	13	19
20	15	39	27
2	31	7	18
26	41	14	16
