5	12	14	8
3	41	27	30
12	17	24	31
30	7	40	1
25	42	38	3
7	35	9	22
41	23	26	28
7	18	40	12
8	9	23	14
7	26	36	22
25	1	20	9
22	36	6	5
31	10	41	35
22	38	29	27
10	42	8	20
33	41	18	39
42	14	5	11
1	8	35	34
6	33	26	32
20	14	4	18
32	16	34	21
4	31	14	13
29	40	28	10
23	41	34	3
26	21	8	32
2	17	18	39
37	11	35	29
3	5	19	21
29	30	24	18
5	3	6	35
25	36	30	28
3	13	40	22
24	34	33	12
23	1	4	31
24	29	6	36
25	38	10	22
28	20	12	27
38	34	40	14
30	39	16	37
15	26	17	33
11	10	42	37
27	4	39	13
36	31	16	38
39	32	25	24
16	17	28	30
39	25	13	33
17	32	15	19
13	2	18	9
17	15	26	21
19	6	10	36
21	31	15	16
29	19	23	37
21	15	42	20
23	37	7	28
15	19	16	27
37	38	9	1
11	19	2	40
4	8	9	12
2	41	5	20
35	6	42	33
2	32	11	27
7	4	1	24
2	11	34	13
