38	41	42	36
34	16	29	39
38	42	40	37
39	10	22	29
42	40	37	27
31	41	26	39
42	40	37	33
41	39	28	18
42	24	33	8
41	39	37	40
42	16	35	34
41	39	40	38
42	31	25	22
39	41	40	26
42	25	22	30
41	40	39	12
42	34	19	33
41	39	40	12
42	36	10	28
41	39	40	21
42	24	13	32
41	39	37	38
42	24	4	30
41	38	36	39
42	40	23	31
41	38	21	20
42	6	40	35
41	38	31	19
42	40	14	35
41	39	25	36
42	40	27	17
41	36	39	33
42	40	37	32
41	38	23	26
42	40	32	35
41	5	37	1
42	40	32	11
41	18	36	3
42	40	39	31
41	37	35	25
42	40	39	38
41	2	37	14
42	40	21	29
41	28	34	39
42	40	30	15
41	28	34	36
42	38	40	15
41	39	7	34
42	40	37	13
41	36	24	27
42	19	20	32
41	9	38	30
42	28	29	31
41	38	33	27
42	40	17	35
41	26	34	38
42	40	30	35
41	39	33	11
42	29	40	38
41	23	20	32
42	40	18	39
