26	17	32	39
28	36	33	22
26	31	14	35
36	13	12	42
14	10	26	5
3	6	42	15
14	29	1	35
5	10	37	13
29	14	34	17
5	37	1	42
3	27	24	11
40	17	4	25
12	15	22	2
4	40	18	9
15	3	27	10
11	26	7	42
31	21	2	24
22	18	29	39
13	37	41	8
31	25	26	20
4	8	36	12
31	19	16	30
28	3	20	41
30	19	31	16
9	6	38	11
16	21	19	40
38	28	11	24
17	27	39	42
38	20	16	25
27	23	41	9
38	2	32	21
9	13	1	22
14	18	10	15
7	3	35	8
39	21	33	15
41	40	1	23
2	32	4	33
40	14	36	10
32	6	25	37
36	1	5	35
32	11	34	4
36	6	8	5
13	34	18	39
23	2	32	37
34	19	33	24
39	21	13	23
34	33	31	17
23	28	5	30
12	8	19	9
7	16	18	24
23	8	26	28
18	7	42	21
4	15	40	27
7	25	10	38
27	20	41	30
38	35	19	37
20	22	6	29
35	30	34	12
29	20	2	41
7	11	33	28
29	3	24	12
17	30	9	6
1	22	16	25
