38	36	12	22
2	37	6	23
28	35	41	15
31	10	34	32
5	37	12	7
33	31	40	25
20	14	19	4
8	12	30	34
32	3	38	18
8	30	21	42
3	23	25	27
30	24	40	14
32	35	3	42
33	37	13	21
42	15	29	4
17	24	33	12
26	11	37	20
1	8	28	25
11	26	38	10
28	17	8	21
19	30	4	9
21	14	6	16
19	9	20	8
21	23	5	27
9	28	42	10
6	27	4	3
42	10	2	22
1	13	29	39
22	33	19	34
37	2	10	15
22	27	39	24
15	37	7	26
4	9	18	1
19	38	16	33
31	30	11	32
7	12	27	2
11	17	1	35
2	30	22	31
34	15	24	23
26	41	28	35
24	5	22	36
3	15	42	39
5	36	41	6
39	31	7	17
36	38	9	40
11	29	41	13
20	3	19	16
13	18	33	25
6	32	26	17
39	29	31	14
38	8	35	18
16	13	27	14
18	40	36	25
16	21	23	2
29	41	32	28
16	5	40	1
20	10	17	13
7	34	14	35
20	36	40	23
6	12	24	5
39	29	1	41
25	9	26	11
4	18	34	7
