13	42	33	22
24	12	40	7
8	31	34	18
28	37	11	22
12	39	3	6
11	4	16	8
12	17	15	1
4	6	20	23
15	12	29	13
4	20	16	38
25	30	15	24
4	19	13	32
15	30	38	35
7	37	41	23
38	5	34	22
7	9	4	30
38	40	31	25
14	22	5	18
35	27	8	4
10	24	18	2
11	30	26	5
33	39	27	8
42	10	36	16
31	15	8	35
10	38	16	1
15	37	33	19
1	36	30	29
6	42	22	33
36	30	34	40
23	18	29	1
36	13	26	28
29	3	20	35
41	14	12	23
20	27	25	17
14	10	41	19
11	17	31	42
34	9	37	23
17	2	42	20
9	21	35	22
39	14	2	27
25	1	21	32
16	42	3	6
32	31	21	25
16	3	41	2
28	26	6	34
32	5	9	19
35	24	7	10
33	34	39	29
24	9	18	13
21	40	41	28
3	9	20	19
14	31	23	24
17	26	27	38
14	11	13	21
26	32	41	2
11	5	39	28
36	2	33	17
32	5	1	12
10	18	37	21
26	39	29	27
37	40	6	7
25	3	19	28
40	7	36	8
