12	3	17	25
15	16	11	32
12	5	24	14
15	1	40	9
35	2	41	4
9	37	7	34
2	4	42	20
8	21	1	22
20	34	14	17
29	37	3	9
14	34	20	5
9	39	30	31
23	10	6	8
39	31	34	12
23	33	1	14
39	27	40	5
1	6	36	35
10	41	24	12
35	29	7	32
31	22	20	25
30	15	14	24
22	21	11	13
40	29	30	18
11	35	16	19
29	18	25	33
6	41	2	19
33	18	28	22
42	19	8	23
22	13	4	27
23	14	39	6
4	17	7	36
8	41	16	10
30	6	7	28
13	26	18	21
30	35	25	3
36	18	19	33
30	27	10	32
38	37	3	1
12	24	16	29
32	34	19	2
36	7	4	24
11	15	38	16
7	2	17	6
15	11	4	8
31	20	10	38
15	13	42	33
28	41	38	5
13	26	37	23
5	38	34	39
35	25	37	40
41	18	20	13
40	12	5	32
9	19	22	42
3	21	23	17
9	24	37	42
27	26	1	31
38	21	17	10
26	27	40	36
32	28	8	16
26	25	42	39
28	2	29	36
21	3	31	26
28	11	33	27
