19	42	41	40
32	37	33	34
42	40	41	29
33	30	37	39
42	41	40	29
27	16	34	24
42	41	40	22
27	39	35	28
42	41	40	1
38	37	39	26
42	41	40	30
10	38	22	35
41	42	40	30
38	37	32	34
41	42	40	20
38	39	21	3
42	41	40	16
38	17	25	13
42	41	28	19
38	35	39	26
42	41	19	37
38	39	33	23
42	41	37	40
33	38	39	35
42	41	40	28
39	38	24	29
42	41	40	20
38	39	23	36
42	41	40	22
38	39	30	14
42	41	35	25
39	40	29	13
42	41	36	31
39	35	40	12
42	41	2	37
35	38	17	31
42	41	37	26
18	39	20	29
42	41	26	36
27	40	9	28
42	41	36	15
40	5	33	21
42	41	36	18
40	25	7	32
42	41	28	12
40	15	33	6
42	41	23	4
40	8	10	34
42	41	31	11
40	39	27	36
42	41	31	38
40	36	34	39
42	41	32	37
40	11	38	34
42	41	32	39
40	31	24	30
42	41	39	32
31	40	21	37
42	41	39	25
40	18	24	34
42	41	36	39
