32	34	11	13
37	18	14	41
38	25	26	9
14	16	23	4
29	36	40	30
8	13	23	32
11	5	20	2
33	16	25	39
38	6	1	36
17	23	5	8
14	12	10	11
4	3	40	19
37	31	33	11
4	23	41	3
9	7	36	22
32	15	6	28
37	19	42	21
1	28	5	15
21	8	16	40
15	4	20	22
36	40	35	5
13	9	42	27
10	39	28	35
27	37	30	21
6	3	29	7
19	42	16	12
7	33	25	11
19	21	2	27
37	23	34	7
31	10	22	30
35	28	27	17
31	10	3	22
35	17	26	14
7	24	6	1
26	12	25	37
34	21	10	30
14	4	18	29
10	40	35	20
14	13	33	36
34	9	12	38
3	18	42	7
24	2	29	4
35	8	16	28
24	18	31	5
21	12	22	38
1	11	15	39
22	19	25	40
1	39	20	36
41	27	2	42
34	39	15	3
2	41	24	1
8	33	18	5
26	20	16	38
24	41	39	13
6	15	26	27
32	30	29	33
38	17	25	34
23	30	18	8
17	12	29	32
31	28	9	26
17	32	41	42
6	31	2	19
24	20	13	9
