15	39	42	38
40	17	34	41
39	42	32	31
41	25	37	17
39	42	31	32
41	40	11	28
42	39	27	31
41	40	1	19
42	20	39	26
40	30	25	28
42	16	41	29
40	33	27	6
42	41	3	31
40	38	35	33
42	41	19	32
40	2	38	27
42	41	34	23
40	27	29	36
42	41	32	24
40	39	35	38
42	41	37	21
40	39	38	30
42	41	23	33
40	32	37	39
42	41	38	15
40	14	34	35
42	41	20	36
40	24	39	28
42	41	20	26
40	37	39	29
42	41	38	33
40	39	37	10
42	41	13	18
40	39	37	8
42	41	10	36
39	22	38	30
42	41	40	37
39	38	22	9
42	41	11	34
39	35	21	40
42	41	25	36
39	40	29	14
42	41	5	33
39	36	13	40
42	41	26	12
39	36	28	18
42	41	26	38
4	12	16	31
42	41	30	37
40	34	35	38
42	41	30	36
40	38	35	25
42	41	22	7
35	40	29	21
42	41	38	37
40	28	23	33
42	41	34	39
40	38	18	37
42	41	34	31
40	32	39	24
42	41	36	19
